user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_risk_score,risk_tier
1295,2023-05-29,Standard,399,16.5,2,3,30,44,Yes,0.5801078781840361,High
2795,2023-02-16,Premium,699,10.0,5,5,24,17,No,0.5800928544397661,High
425,2023-12-22,Standard,399,3.4,2,5,12,0,Yes,0.5800656096824164,High
1647,2024-06-09,Premium,699,8.5,8,2,5,17,Yes,0.5798212500774109,High
2035,2023-11-26,Standard,399,8.8,5,5,36,12,No,0.5796063910371658,High
1279,2024-05-02,Basic,199,22.6,4,1,21,46,Yes,0.5793947492195546,High
2547,2024-01-18,Standard,399,13.3,3,4,23,28,No,0.5788454546726981,High
1395,2024-02-04,Standard,399,19.8,2,5,5,9,Yes,0.5785013539177232,High
1010,2023-05-29,Standard,399,10.9,3,2,35,56,No,0.578429530149657,High
29,2023-04-11,Standard,399,10.6,0,5,28,41,No,0.5778822261362482,High
2333,2023-10-14,Basic,199,16.9,7,3,2,19,Yes,0.5771132553262647,High
2045,2023-06-10,Basic,199,11.9,2,3,24,40,Yes,0.5769969857891023,High
1775,2023-10-13,Basic,199,14.0,5,1,26,26,No,0.5768981044186888,High
468,2024-09-20,Premium,699,16.4,2,5,32,35,No,0.5767943917208422,High
803,2024-06-18,Premium,699,5.5,0,3,9,24,No,0.5767307443851593,High
712,2023-11-27,Standard,399,13.3,7,4,13,9,No,0.5766788167059254,High
1422,2024-10-02,Premium,699,7.6,2,5,3,29,Yes,0.5766755277140614,High
1868,2024-11-15,Basic,199,5.0,4,2,17,45,No,0.5764570485541589,High
1315,2024-12-12,Premium,699,10.3,1,2,11,43,Yes,0.5762341621582275,High
613,2024-05-14,Premium,699,18.5,7,2,10,2,Yes,0.5761304415590967,High
192,2024-10-22,Premium,699,13.5,3,2,8,22,No,0.5761020930916739,High
1281,2024-01-26,Standard,399,23.3,1,5,15,21,Yes,0.5755296283166859,High
932,2024-11-18,Basic,199,5.3,1,4,18,54,Yes,0.5752773142869245,High
1071,2024-08-28,Standard,399,25.0,0,3,36,25,Yes,0.5751294913260157,High
2643,2024-01-03,Premium,699,3.6,1,1,16,27,No,0.5750145399734341,High
2336,2023-10-24,Standard,399,11.9,0,5,9,44,Yes,0.5750024557584553,High
1971,2023-04-17,Premium,699,18.2,5,2,11,2,Yes,0.5747652164852983,High
2034,2024-05-02,Basic,199,23.6,3,2,14,40,No,0.5746110197822538,High
2055,2024-12-15,Basic,199,1.9,8,0,16,3,No,0.5745504664974977,High
1932,2024-05-26,Basic,199,8.1,2,5,7,27,No,0.5729628198110038,High
1328,2023-04-03,Premium,699,8.0,1,2,15,26,No,0.5728449698734607,High
176,2023-04-28,Basic,199,6.0,1,2,31,54,Yes,0.572611108919126,High
621,2024-05-05,Premium,699,10.7,5,5,15,7,Yes,0.5720880141620728,High
2087,2024-03-05,Premium,699,24.4,3,5,9,25,Yes,0.5719180556810686,High
896,2024-04-21,Basic,199,3.6,0,2,22,8,Yes,0.5718258064834872,High
857,2023-05-03,Basic,199,23.5,3,4,4,40,Yes,0.57164551773354,High
1870,2023-07-06,Basic,199,18.8,6,5,3,3,No,0.5714590653877095,High
716,2024-01-05,Basic,199,16.6,1,3,14,51,No,0.5713767523909954,High
935,2024-03-30,Standard,399,8.0,7,4,23,5,Yes,0.5710341128919316,High
2197,2023-06-07,Standard,399,19.5,0,3,5,25,No,0.5708286583126416,High
397,2023-05-30,Basic,199,21.7,2,5,18,55,Yes,0.5706876821106667,High
805,2023-11-16,Standard,399,22.3,1,4,30,49,No,0.5701058346663079,High
653,2024-06-12,Premium,699,17.1,3,2,15,26,No,0.5698888042072119,High
1496,2023-11-27,Standard,399,1.2,0,0,7,8,Yes,0.569448828233649,High
765,2023-11-17,Basic,199,10.4,0,4,28,47,No,0.5694070593206655,High
1501,2024-05-04,Premium,699,16.1,1,4,27,33,Yes,0.5693673053541318,High
588,2023-03-09,Premium,699,23.7,2,4,6,34,Yes,0.5691170623358367,High
1162,2023-07-17,Premium,699,8.8,0,3,7,33,Yes,0.5690245398720063,High
2718,2023-02-24,Standard,399,20.2,4,2,12,56,Yes,0.5689160447883259,High
2623,2024-06-13,Premium,699,1.2,2,4,32,13,No,0.5688323635468683,High
2144,2023-06-05,Basic,199,5.9,4,4,15,22,No,0.5687905016868247,High
15,2024-09-02,Basic,199,15.9,6,4,10,4,Yes,0.5686913003232065,High
610,2023-05-18,Standard,399,9.5,3,4,10,46,No,0.5684964202632099,High
1586,2023-05-01,Premium,699,11.0,6,4,9,8,Yes,0.5684547082995328,High
1267,2023-09-30,Basic,199,13.3,0,3,14,38,Yes,0.5683321422862103,High
837,2023-03-23,Premium,699,17.8,1,4,31,30,No,0.5680453364704076,High
1413,2024-10-30,Premium,699,15.3,1,5,36,29,Yes,0.5680085558422362,High
2738,2024-09-11,Standard,399,18.1,6,2,13,0,Yes,0.5679030973508384,High
1958,2024-10-03,Standard,399,21.1,3,3,18,16,No,0.5676086389312381,High
2642,2023-01-24,Standard,399,9.4,1,4,12,29,No,0.5671018841992976,High
2198,2024-05-13,Standard,399,24.5,5,2,31,7,Yes,0.5668582755519409,High
1635,2024-06-05,Standard,399,17.7,2,5,31,49,Yes,0.5666135886479988,High
813,2024-12-16,Premium,699,24.4,7,4,6,8,Yes,0.5654506800695482,High
1561,2024-11-02,Standard,399,10.1,1,1,34,41,Yes,0.5649150060929173,High
2345,2024-09-03,Basic,199,14.9,5,3,2,7,No,0.5637831240867536,High
850,2024-02-04,Standard,399,18.8,8,1,31,24,No,0.5635639472356941,High
1860,2023-01-27,Standard,399,22.8,4,4,24,20,Yes,0.563325578331877,High
2135,2023-12-12,Premium,699,16.1,3,4,19,50,No,0.5632625784320844,High
2248,2023-03-18,Premium,699,20.5,2,2,17,21,No,0.563167876595515,High
2535,2024-01-27,Basic,199,5.4,7,5,5,7,No,0.5630890383441316,High
2103,2023-07-05,Premium,699,15.0,0,4,9,28,Yes,0.562382051084266,High
1738,2023-04-13,Basic,199,21.2,5,0,36,30,Yes,0.5623764682784904,High
1809,2023-07-21,Standard,399,13.7,0,2,7,50,No,0.5623363271343138,High
147,2023-06-18,Basic,199,22.0,5,4,35,32,No,0.5614898335471893,High
2147,2023-06-19,Standard,399,2.8,6,1,8,15,Yes,0.5608412269338154,High
1320,2023-08-16,Standard,399,21.8,3,2,10,0,Yes,0.5607909500559941,High
2621,2023-06-16,Standard,399,22.7,8,5,9,14,No,0.5600699425528193,High
1077,2023-03-30,Premium,699,20.0,2,4,24,13,Yes,0.5600249706473813,High
2781,2024-05-18,Premium,699,20.8,3,3,11,2,Yes,0.5594321102554625,High
2296,2023-06-12,Standard,399,21.0,6,1,20,44,Yes,0.559414240514707,High
1178,2024-03-20,Basic,199,20.3,2,4,24,51,No,0.5592420085759066,High
2787,2024-08-02,Premium,699,6.7,2,2,19,35,No,0.559140541861988,High
311,2023-01-24,Basic,199,10.1,2,5,35,14,No,0.5589502468207183,High
2165,2023-07-11,Basic,199,14.1,5,5,30,11,Yes,0.5586997080783235,High
1562,2023-11-07,Premium,699,11.8,2,2,22,50,No,0.5582093862186874,High
2318,2024-06-26,Standard,399,16.1,1,2,23,46,Yes,0.5581654556805976,High
19,2024-06-27,Standard,399,15.4,2,2,33,48,Yes,0.5580406165533048,High
109,2024-12-24,Basic,199,10.5,7,2,1,2,Yes,0.5576905843070691,High
535,2024-06-07,Premium,699,15.8,2,3,18,53,No,0.5575130470360892,High
2431,2023-09-10,Standard,399,5.3,5,4,26,18,Yes,0.5574639010184156,High
1407,2023-11-03,Basic,199,12.0,2,5,12,33,No,0.5572160471310739,High
2003,2024-12-12,Basic,199,7.9,3,3,2,24,Yes,0.5570912254810713,High
989,2023-04-13,Standard,399,14.5,5,4,25,6,No,0.5570643504090615,High
1319,2023-12-08,Premium,699,10.5,5,5,36,5,Yes,0.5564445882072504,High
1503,2023-07-30,Standard,399,9.1,3,5,6,41,No,0.5562442912190091,High
748,2024-06-28,Basic,199,13.0,1,2,25,31,No,0.5562060097570024,High
1201,2023-03-07,Basic,199,14.4,6,3,22,13,No,0.5561161890948141,High
6,2024-10-05,Premium,699,13.6,6,0,30,35,Yes,0.5557588853406908,High
242,2023-09-24,Basic,199,12.7,6,4,12,7,Yes,0.5551116285477327,High
1334,2024-06-10,Basic,199,22.6,2,0,34,23,No,0.5550003433056838,High
2609,2023-12-03,Basic,199,15.4,6,1,5,52,Yes,0.5549229956516811,High
1016,2023-12-07,Standard,399,7.2,1,3,3,30,No,0.5547508818651247,High
243,2023-07-24,Premium,699,5.8,4,5,29,58,No,0.5545739120648815,High
1824,2023-08-02,Premium,699,24.4,4,0,9,52,No,0.5545450907774293,High
1446,2024-11-21,Basic,199,22.5,2,3,10,55,Yes,0.5539484033892065,High
1131,2024-01-18,Standard,399,11.4,8,1,27,50,No,0.5538377923620165,High
1773,2023-05-15,Basic,199,14.1,7,1,19,24,No,0.5533128261828523,High
1264,2023-03-29,Standard,399,11.3,1,5,27,10,Yes,0.5530614275977094,High
2090,2024-02-22,Premium,699,13.3,6,1,26,36,Yes,0.5528690682343503,High
2647,2023-04-09,Basic,199,12.5,6,4,9,11,No,0.5527455878795879,High
1549,2024-07-29,Basic,199,18.6,0,5,33,13,No,0.5526815352490602,High
2031,2023-11-15,Basic,199,12.5,4,5,27,10,Yes,0.5526627116621441,High
115,2023-02-11,Basic,199,6.1,0,5,6,52,Yes,0.5524688516224017,High
2042,2024-05-31,Premium,699,7.7,0,5,8,56,Yes,0.5519010583136378,High
2435,2024-09-14,Basic,199,10.4,3,5,11,14,Yes,0.5515062036871943,High
1271,2024-01-13,Basic,199,21.8,4,5,8,48,No,0.551310207751813,High
1023,2024-07-25,Basic,199,22.0,3,0,26,60,Yes,0.5511932669061111,High
2677,2024-10-06,Premium,699,13.8,5,2,3,6,Yes,0.5507802761505678,High
1504,2023-08-10,Premium,699,2.3,7,0,5,13,Yes,0.5506480045644756,High
2629,2024-06-06,Premium,699,23.2,3,5,19,60,Yes,0.5504277921254068,High
2742,2024-08-31,Basic,199,21.3,0,4,33,47,Yes,0.5503673840803707,High
689,2024-03-08,Standard,399,6.6,6,3,26,14,Yes,0.5502854783593296,High
911,2024-08-17,Basic,199,6.3,1,5,22,30,No,0.5498442746742092,High
45,2024-10-11,Basic,199,7.4,3,5,18,21,Yes,0.5496563253259841,High
1329,2023-03-28,Premium,699,2.4,3,0,6,10,No,0.5496152281133286,High
1626,2024-08-06,Basic,199,16.5,3,3,24,50,Yes,0.5494537630130191,High
27,2024-08-13,Premium,699,5.7,2,5,32,59,No,0.549320588738754,High
2222,2023-10-25,Basic,199,19.4,0,3,28,46,Yes,0.5493177057766844,High
1073,2024-10-23,Premium,699,7.1,6,3,5,7,Yes,0.5490741740051833,High
1603,2024-04-23,Standard,399,11.9,8,2,35,10,No,0.5490603509514571,High
216,2024-05-29,Basic,199,20.5,5,0,15,26,Yes,0.5489032739217008,High
2668,2024-09-17,Basic,199,8.6,2,2,17,49,Yes,0.5482653483149826,High
1920,2024-12-20,Standard,399,9.2,2,2,35,55,No,0.5481729791226732,High
1715,2024-10-12,Standard,399,7.3,3,5,3,32,Yes,0.5480800467502932,High
2672,2024-07-08,Standard,399,14.9,3,5,13,16,No,0.5474626345473613,High
866,2024-12-06,Standard,399,10.4,1,4,28,14,Yes,0.5474270517294217,High
2761,2023-04-05,Basic,199,23.3,1,2,10,46,Yes,0.5473235510907833,High
1866,2023-08-19,Standard,399,3.6,8,1,13,51,No,0.5472380705611218,High
1736,2023-06-26,Standard,399,10.2,7,0,30,42,Yes,0.5470139326783048,High
2400,2023-04-07,Basic,199,21.7,4,4,10,2,No,0.5464196344427559,High
2,2023-08-27,Premium,699,2.6,6,0,35,1,Yes,0.5456936130855811,High
92,2024-04-20,Standard,399,20.9,1,2,16,56,Yes,0.5454267652700536,High
1462,2023-07-17,Standard,399,24.0,6,1,11,35,No,0.5450739866162506,High
1126,2024-02-27,Basic,199,18.0,4,3,2,6,Yes,0.5448561324490176,High
1314,2024-01-26,Standard,399,3.6,6,0,18,35,Yes,0.5446983396338025,High
875,2023-02-16,Basic,199,12.5,0,3,10,58,No,0.5443437953106274,High
1102,2024-08-09,Premium,699,21.2,3,2,35,19,Yes,0.544215889605735,High
2688,2023-07-28,Basic,199,7.6,3,2,26,49,No,0.5436706917042383,High
2353,2023-10-29,Basic,199,6.8,0,5,6,47,No,0.5436437658828336,High
1199,2024-12-03,Standard,399,12.7,5,2,1,14,Yes,0.5429235937454119,High
426,2023-10-03,Premium,699,19.7,4,1,34,23,Yes,0.5427776306663534,High
650,2024-08-11,Standard,399,23.7,8,2,22,56,Yes,0.5426193968595628,High
114,2023-09-14,Premium,699,11.2,0,3,32,47,Yes,0.5423140004414506,High
2459,2024-12-07,Premium,699,10.0,7,1,25,31,No,0.5418835083088762,High
835,2023-08-31,Basic,199,10.9,0,4,12,31,No,0.5413526477857902,High
1337,2024-10-20,Basic,199,18.6,6,1,1,59,Yes,0.5402932200387854,High
2196,2024-09-30,Standard,399,10.8,5,2,26,5,Yes,0.5402845174211091,High
2119,2024-02-02,Basic,199,16.8,7,3,13,13,Yes,0.5402746432274207,High
1098,2024-07-06,Premium,699,8.2,5,5,36,10,Yes,0.5402400940557439,High
831,2024-11-17,Basic,199,14.1,5,3,13,9,Yes,0.5396528617588451,High
2187,2023-09-19,Basic,199,14.4,6,1,27,27,No,0.5395541250138123,High
2440,2024-12-22,Basic,199,22.9,7,1,8,3,Yes,0.5389830054026167,High
2709,2023-01-26,Standard,399,13.3,1,2,23,29,No,0.538840400404521,High
1155,2023-12-09,Basic,199,11.1,0,4,31,51,No,0.5386247836256689,High
1811,2023-04-25,Premium,699,7.8,0,4,32,27,No,0.5381096421772757,High
466,2024-11-09,Basic,199,21.2,5,0,8,23,No,0.5379611619017406,High
25,2024-12-25,Standard,399,14.9,3,4,2,14,Yes,0.5377879157584566,High
652,2024-01-27,Premium,699,22.5,0,3,30,7,Yes,0.5375543508721828,High
608,2024-08-15,Basic,199,22.4,8,5,5,1,No,0.5370017807558874,High
2111,2024-03-22,Premium,699,16.1,1,3,24,30,Yes,0.5368221470128395,High
1968,2023-01-26,Premium,699,6.0,3,2,5,42,No,0.53629566512858,High
2075,2024-12-09,Premium,699,7.2,0,5,36,36,Yes,0.5361296375302814,High
1987,2024-05-13,Basic,199,8.3,3,5,27,8,No,0.5360928635873827,High
1718,2024-10-15,Premium,699,5.0,0,1,6,50,Yes,0.5360883819135474,High
927,2024-07-13,Standard,399,19.3,7,2,32,9,Yes,0.5360331529650073,High
2800,2024-03-21,Standard,399,2.0,0,1,12,1,Yes,0.5359594286210743,High
289,2023-04-02,Standard,399,19.0,4,2,13,18,No,0.5356838462157317,High
2532,2023-03-09,Premium,699,14.6,5,1,18,42,No,0.5354404624219922,High
1740,2023-05-17,Premium,699,19.2,1,3,16,8,Yes,0.5352617056224654,High
2166,2024-05-27,Basic,199,8.5,2,2,1,32,No,0.5346416238223818,High
1449,2023-07-15,Standard,399,19.5,6,1,35,22,Yes,0.5342769955525601,High
1651,2023-04-01,Basic,199,20.4,7,2,32,8,Yes,0.5340518469053167,High
1167,2023-05-29,Standard,399,9.5,0,4,19,37,No,0.5339670934136256,High
1654,2023-10-27,Premium,699,12.4,2,2,23,53,Yes,0.5339625455488899,High
1712,2024-08-23,Basic,199,8.7,5,5,2,10,No,0.5337696911334322,High
1784,2024-04-17,Basic,199,11.8,7,1,30,50,Yes,0.5334646053628469,High
948,2024-12-02,Basic,199,19.2,2,4,12,20,No,0.5334376087745678,High
1890,2024-04-27,Premium,699,13.3,8,0,8,49,No,0.5333687289133734,High
2284,2024-08-01,Standard,399,6.1,8,0,32,44,Yes,0.5331939173366267,High
1554,2023-07-09,Standard,399,21.6,1,3,29,9,No,0.5331268527974081,High
491,2023-03-10,Standard,399,24.9,2,4,13,16,Yes,0.5331248786362681,High
2190,2024-07-15,Standard,399,15.6,5,3,22,16,No,0.5329451417230358,High
68,2024-12-13,Premium,699,22.4,1,3,1,14,Yes,0.5328605777321908,High
2744,2023-12-13,Premium,699,16.6,6,2,6,14,Yes,0.5327739479616328,High
697,2024-03-29,Standard,399,20.8,1,5,25,15,No,0.5327333000133959,High
1986,2023-07-22,Premium,699,7.2,2,5,12,25,Yes,0.5324998516644007,High
2101,2023-02-05,Basic,199,9.8,5,1,30,38,No,0.5322520280732914,High
1420,2024-05-30,Premium,699,24.4,1,2,23,26,No,0.5315981996114737,High
1679,2023-06-04,Basic,199,19.3,4,3,4,19,No,0.5313557535585502,High
821,2024-05-13,Basic,199,16.7,1,5,12,59,No,0.5310565152733113,High
1028,2023-10-17,Standard,399,9.9,6,1,32,38,Yes,0.5308475001472951,High
111,2023-09-30,Premium,699,10.9,8,1,13,41,Yes,0.5306928992043792,High
1200,2023-05-23,Standard,399,7.8,0,4,35,50,Yes,0.5301057280288688,High
291,2023-02-08,Basic,199,19.8,2,5,26,55,No,0.5292308595698487,High
1154,2023-04-10,Basic,199,5.3,5,2,16,4,No,0.5290150088832674,High
2477,2024-10-22,Standard,399,23.5,4,3,36,7,Yes,0.5288598292596878,High
2232,2023-06-17,Basic,199,17.0,6,1,19,57,Yes,0.5285370698416831,High
523,2024-08-13,Standard,399,0.6,4,1,4,48,No,0.5283888095158265,High
2537,2023-09-12,Basic,199,12.4,0,3,14,30,Yes,0.5282563803075252,High
2010,2023-05-23,Premium,699,19.8,1,4,22,7,Yes,0.5282290577570312,High
1096,2023-02-07,Standard,399,22.2,6,1,23,56,Yes,0.5279121956215493,High
858,2023-10-29,Basic,199,9.7,2,0,9,44,Yes,0.5273976387219358,High
1682,2023-01-14,Premium,699,23.1,6,5,6,4,Yes,0.5272215835185905,High
683,2024-10-08,Standard,399,11.4,8,1,36,37,No,0.5272152860227408,High
1075,2024-09-08,Standard,399,6.2,3,4,29,58,No,0.5267583156671529,High
2053,2024-02-10,Basic,199,10.3,0,4,32,26,No,0.5266608048150597,High
125,2023-05-20,Basic,199,14.0,6,1,30,58,No,0.5265557047068291,High
2051,2023-06-17,Basic,199,2.1,1,1,32,9,Yes,0.5264203740954638,High
737,2023-07-20,Basic,199,12.3,3,3,9,25,No,0.5259808984211574,High
1666,2023-09-12,Standard,399,22.8,5,3,11,13,No,0.5258191254528449,High
1053,2024-03-09,Premium,699,12.5,6,3,13,17,No,0.5257495469633952,High
799,2023-11-06,Basic,199,10.6,7,1,18,23,Yes,0.5254353771057939,High
693,2024-03-24,Premium,699,5.1,1,2,2,17,Yes,0.5254286890795982,High
658,2024-07-08,Basic,199,17.1,7,4,6,0,No,0.5250365816602213,High
279,2023-12-17,Standard,399,13.4,5,1,31,29,No,0.5250122987131786,High
1844,2024-08-13,Premium,699,16.5,3,4,30,59,Yes,0.5247583958314331,High
2328,2023-09-06,Premium,699,13.3,4,3,11,19,Yes,0.5245972271781669,High
151,2023-01-26,Standard,399,14.8,5,0,17,43,Yes,0.5243749892067807,High
369,2024-02-14,Standard,399,16.4,0,4,11,41,No,0.5241621227520725,High
1488,2024-11-18,Premium,699,13.4,1,4,14,17,No,0.5233879471587392,High
1426,2023-11-13,Basic,199,14.4,7,0,10,51,Yes,0.5226592950974126,High
794,2024-07-03,Standard,399,20.0,2,3,31,9,No,0.5225434920943964,High
2661,2023-05-20,Basic,199,18.7,3,3,3,3,No,0.5219392800508496,High
954,2023-01-30,Standard,399,20.5,8,2,9,11,No,0.5214627814589012,High
2280,2023-04-22,Standard,399,10.8,5,0,36,30,Yes,0.5212506718497776,High
2354,2023-12-12,Basic,199,13.6,0,2,34,40,Yes,0.5209505192524813,High
1009,2023-04-26,Standard,399,6.7,0,3,27,34,Yes,0.5209096990115639,High
767,2024-10-07,Basic,199,13.7,0,4,34,24,Yes,0.5208560441393927,High
2343,2024-05-27,Premium,699,12.7,5,3,33,6,Yes,0.5206096707610838,High
1721,2023-10-30,Premium,699,10.6,3,2,21,56,Yes,0.5201116917728237,High
2131,2023-11-10,Standard,399,6.1,5,1,33,36,Yes,0.5199534081415227,High
662,2024-04-16,Standard,399,21.6,2,3,26,7,No,0.5199282436275735,High
2357,2024-09-14,Basic,199,13.2,3,2,4,24,Yes,0.5190558514386585,High
1792,2023-10-30,Premium,699,11.7,7,1,5,48,Yes,0.5179199167307339,High
1977,2023-02-13,Standard,399,9.5,0,3,11,51,Yes,0.5176679805091382,High
2463,2023-03-06,Premium,699,20.3,1,5,35,8,Yes,0.5176628103367215,High
383,2023-05-22,Standard,399,5.0,2,4,8,24,Yes,0.5171646948495358,High
769,2024-04-19,Basic,199,7.7,0,5,28,33,No,0.5169384986304214,High
1950,2024-03-20,Standard,399,5.1,8,0,25,52,No,0.5165946741422084,High
2219,2024-09-21,Basic,199,10.7,0,5,12,23,No,0.5159409018157363,High
2492,2023-05-29,Basic,199,17.3,7,0,14,38,No,0.5154638813288888,High
253,2024-09-21,Basic,199,5.3,8,2,17,8,No,0.5152919630613498,High
2685,2024-05-19,Standard,399,11.3,5,0,17,28,Yes,0.5148676851466077,High
84,2023-08-12,Premium,699,6.3,7,5,10,7,No,0.5147466064287166,High
59,2024-11-11,Premium,699,17.3,3,2,35,27,Yes,0.5146162665806067,High
2327,2023-10-30,Basic,199,17.0,2,5,10,25,No,0.5145801313133261,High
817,2023-04-20,Basic,199,19.3,2,4,19,6,No,0.514531139133742,High
2696,2024-11-09,Basic,199,12.8,2,5,31,56,No,0.5141035226204763,High
408,2024-08-30,Premium,699,17.7,0,1,6,30,Yes,0.5135914028778893,High
1714,2023-06-26,Basic,199,20.7,8,1,13,46,Yes,0.5133902404861189,High
1265,2024-05-11,Standard,399,7.3,5,0,8,37,Yes,0.5132899516869073,High
1861,2024-02-22,Standard,399,22.3,0,5,2,55,Yes,0.5132730429165719,High
195,2024-03-28,Standard,399,21.7,5,1,21,28,Yes,0.5129383088771872,High
873,2023-08-05,Basic,199,8.8,5,5,3,2,Yes,0.512445671365903,High
2791,2023-01-07,Basic,199,10.2,7,2,18,6,No,0.512263067563773,High
892,2023-08-22,Standard,399,18.8,5,1,13,49,Yes,0.5121937495220459,High
1055,2024-05-22,Premium,699,24.3,3,5,22,43,No,0.5121354972800466,High
494,2023-12-19,Premium,699,23.2,1,2,7,55,Yes,0.5120676142973545,High
327,2024-01-25,Premium,699,10.2,3,4,14,20,No,0.5118635101911015,High
1694,2023-09-27,Basic,199,15.0,1,5,5,13,Yes,0.5118111356469826,High
1761,2023-09-25,Premium,699,21.0,6,0,6,50,Yes,0.5113928122340736,High
2044,2024-03-07,Standard,399,4.0,0,0,14,41,No,0.5111302441984115,High
2059,2023-06-18,Premium,699,0.7,1,4,32,56,Yes,0.5110158066199468,High
2371,2023-07-09,Basic,199,22.2,3,1,33,56,Yes,0.510908689559368,High
2375,2024-06-16,Premium,699,8.5,5,5,15,15,No,0.510778400381775,High
1928,2023-05-03,Premium,699,21.6,0,5,21,48,Yes,0.5107727179268602,High
1989,2024-01-01,Basic,199,23.0,0,2,1,54,Yes,0.5104625105921885,High
1141,2024-11-18,Standard,399,2.5,1,4,35,1,No,0.5101213472402558,High
1842,2023-01-09,Basic,199,14.6,0,4,26,53,Yes,0.5100687170524227,High
142,2024-11-05,Basic,199,14.5,4,5,25,18,Yes,0.5098530768518952,High
569,2024-07-29,Premium,699,12.8,5,5,12,7,No,0.5092688185242903,High
1790,2024-11-03,Basic,199,21.3,1,5,10,10,No,0.5087011905579802,High
107,2023-08-01,Standard,399,14.4,0,4,20,47,Yes,0.5086860153934547,High
680,2023-11-13,Basic,199,15.6,1,5,17,59,No,0.5085877689242398,High
167,2024-09-14,Premium,699,12.5,7,0,7,57,Yes,0.5085773489303429,High
946,2024-01-05,Standard,399,22.0,2,2,30,10,Yes,0.5084486618211028,High
1922,2023-02-24,Basic,199,18.1,8,1,15,29,Yes,0.5084280641566186,High
74,2024-02-22,Basic,199,9.9,2,5,15,13,Yes,0.5082826560181921,High
2115,2023-02-10,Standard,399,24.3,2,4,5,26,Yes,0.5079719534622785,High
1552,2024-02-05,Basic,199,5.5,7,0,16,53,No,0.5079145583259969,High
1540,2023-07-24,Basic,199,17.1,5,4,28,8,No,0.5077545740601294,High
2084,2023-05-21,Premium,699,9.3,6,0,27,38,Yes,0.5077196081608223,High
2291,2024-12-14,Basic,199,12.8,3,4,6,17,Yes,0.5077096175744,High
1471,2023-01-23,Basic,199,12.6,5,1,5,25,Yes,0.5076477529159941,High
925,2023-12-19,Standard,399,5.0,8,5,24,2,No,0.5073845023614957,High
434,2024-04-12,Standard,399,22.0,4,2,5,20,Yes,0.5073631772909026,High
864,2023-06-05,Basic,199,4.1,0,0,32,42,Yes,0.5072928608795025,High
456,2024-06-22,Basic,199,9.9,6,1,18,41,No,0.5071248650677213,High
476,2023-09-25,Premium,699,4.5,1,0,15,18,Yes,0.5064303941933158,High
2002,2024-10-01,Premium,699,16.7,5,4,30,2,Yes,0.5063083418588896,High
1161,2024-03-14,Basic,199,6.2,0,3,27,24,Yes,0.5061222276698607,High
2239,2024-03-18,Basic,199,24.8,5,0,31,21,No,0.5060385268087139,High
847,2024-01-28,Standard,399,24.2,2,3,6,48,No,0.5060098295556399,High
2288,2023-09-14,Basic,199,8.8,3,4,6,7,Yes,0.5057255172897169,High
135,2023-04-13,Standard,399,18.8,6,0,15,48,No,0.505678866872153,High
377,2023-07-22,Standard,399,5.1,6,3,12,1,No,0.5055107857133521,High
2261,2024-08-27,Standard,399,20.7,4,2,13,8,Yes,0.5053682307356955,High
685,2023-01-11,Basic,199,11.3,5,3,6,16,Yes,0.5049094956144969,High
1153,2024-03-09,Standard,399,22.1,0,5,6,14,No,0.5048497574465024,High
1014,2023-08-30,Standard,399,22.8,6,2,1,19,Yes,0.5040976584645456,High
548,2024-08-13,Basic,199,16.5,0,5,17,55,No,0.5036621424740928,High
1423,2024-05-28,Basic,199,22.2,2,5,15,10,No,0.503531435867029,High
625,2024-05-08,Basic,199,23.7,3,3,19,38,No,0.5033933507638676,High
2272,2023-01-15,Standard,399,22.1,2,2,8,17,Yes,0.5027297632530255,High
942,2024-12-05,Standard,399,16.5,4,3,8,11,Yes,0.5026896115372009,High
257,2024-12-02,Premium,699,16.2,4,3,19,15,No,0.502610075520262,High
679,2023-03-27,Basic,199,13.9,0,3,31,33,No,0.5024218944041674,High
1379,2023-04-06,Basic,199,6.2,6,2,29,9,No,0.5022623355461006,High
644,2023-08-26,Basic,199,7.5,0,4,34,32,Yes,0.5020800469419104,High
277,2024-02-25,Basic,199,11.3,6,1,2,26,No,0.5017364142037708,High
2362,2024-04-03,Basic,199,7.9,8,0,16,50,No,0.5017130656354029,High
220,2024-06-24,Basic,199,5.8,2,4,17,60,No,0.5016898396689111,High
1492,2023-02-07,Premium,699,22.8,4,1,1,53,No,0.5016465690253086,High
2264,2023-02-11,Basic,199,20.5,1,5,12,15,Yes,0.5016272994387823,High
1553,2024-07-13,Basic,199,7.8,7,1,8,52,Yes,0.5015660392647837,High
231,2023-02-18,Standard,399,12.1,0,5,35,12,Yes,0.5012632633491464,High
2499,2023-01-24,Standard,399,3.0,4,1,34,6,Yes,0.5007418576366838,High
1929,2024-09-07,Basic,199,13.5,2,5,5,12,Yes,0.5007216112490143,High
1910,2023-07-14,Standard,399,22.4,2,1,29,20,Yes,0.5001472571315175,High
904,2024-08-20,Basic,199,16.9,2,5,31,29,No,0.5000732666506166,High
2680,2024-10-11,Standard,399,17.2,0,5,29,44,Yes,0.50001645680308,High
1753,2024-03-11,Basic,199,11.8,0,4,32,43,Yes,0.4995200481523309,Medium
2500,2024-11-11,Premium,699,15.8,2,2,26,55,Yes,0.49944053668800864,Medium
